2,{1,2},6
2,3,3,2
2,6,6,1
2,6,6,3
2,5,{1,2},3
2,3,2
2,2,6,1
2,4,{1,2},2
2,2,4
2,4,5,{1,2}
2,2,2,3
2,1,6,{1,2}
2,1,6,7
2,4,{1,2},{1,2}
2,1,{1,2},6
2,2,5,4
2,{1,2},3,4
1,3,6,6
1,1,{1,2},4
1,6,3,6
1,{1,2},3
1,1,5,7
1,2,4,2
1,6,3,3
1,6,{1,2},{1,2}
1,1,3,3
1,7,6,4
1,7,2,3
1,6,3,{1,2}
1,1,7,4
1,5,7,6
1,6,7,7
1,6,2,4
1,{1,2},4,3
1,1,1,{1,2}
1,3,{1,2},1
1,2,5
1,4,4,{1,2}
1,4,{1,2},3
1,5,5,2
1,2,3,3
1,{1,2},5,3
1,{1,2},5,1
1,{1,2},2,6
1,{1,2},6,5
1,3,3,6
1,{1,2},2
1,2,3,2
1,{1,2},7
1,7,4,1
1,6,6,5
1,{1,2},1,6
1,{1,2},1,4
1,4,3,{1,2}
1,5,{1,2},5
1,5,{1,2},4
1,2,6
1,4,{1,2},6
1,1,1,7
1,4,4,2
1,7,2,4
1,6,6,{1,2}
1,7,6,3
1,6,{1,2},1
1,{1,2},2,5
1,2,2,5
1,2,2,4
1,5,3,3
1,6,5,6
1,6,4,{1,2}
1,3,{1,2},4
1,1,{1,2},2
1,1,3,7
1,5,{1,2},6
1,{1,2},{1,2},1
1,6,2
1,7,5,1
1,2,5,5
1,6,4,7
1,1,2,2
1,1,7,6
1,5,6,7
1,2,1,1
1,4,2,2
1,7,1
