65,4,2,2
64,4,1,1
64,4,4,2
64,1,6,6
63,5,4,4
61,4,4,1
58,5,5,3
56,1,5,6
51,3,4
50,2,3,3
49,4,3,4
42,2,{1,2},{1,2}
42,3,1
42,2,4,6
41,5,{1,2},{1,2}
40,4,5
38,2,6
37,5,3,3
37,4,5,4
37,1,2,6
35,2,6,5
35,2,1,{1,2}
34,1,3,3
33,1,1,3
33,2,5,{1,2}
31,{1,2},5,5
30,2,{1,2},4
30,1,4,6
30,4,4,3
28,3,4,3
28,2,6,1
28,6,2,1
27,2,3,6
27,4,4
27,4,5,5
27,3,2,2
27,3,1,3
26,{1,2},{1,2}
26,5,3,6
26,3,5,3
25,3,2,3
25,5,6,2
24,{1,2},{1,2},5
24,4,3,3
24,2,{1,2},2
23,2,{1,2},1
23,5,{1,2},5
23,2,{1,2},5
23,3,3,2
22,4,4,5
22,3,1,1
21,5,{1,2},1
21,5,2,{1,2}
20,5,5,{1,2}
20,{1,2},2,2
20,3,3,1
19,4,6,6
19,{1,2},2
19,{1,2},2,1
19,6,5,5
19,2,{1,2}
19,5,{1,2},4
19,2,6,3
18,5,4,6
18,5,5,6
18,{1,2},1,1
18,4,2,6
17,6,1,2
17,{1,2},2,4
17,3,5,5
17,2,{1,2},3
16,3,6,6
16,3,4,4
16,{1,2},1,4
16,{1,2},5,1
15,2,4,{1,2}
15,4,1,6
15,6,2
15,3,3,5
15,{1,2},1,5
15,5,6,1
15,1,{1,2},5
14,2,2,{1,2}
14,5,{1,2},2
14,1,{1,2},{1,2}
14,6,2,4
14,{1,2},1,3
13,{1,2},2,5
13,2,2,6
13,1,{1,2},2
13,1,2,{1,2}
12,3,5,6
12,{1,2},1,2
12,5,6,3
12,1,{1,2},1
11,{1,2},{1,2},1
11,{1,2},5
11,{1,2},1
11,{1,2},4,2
11,6,5,2
11,3,4,6
11,5,{1,2},3
11,1,4,{1,2}
11,3,3,4
11,{1,2},5,2
11,{1,2},5,4
11,5,6,5
11,6,2,5
10,5,{1,2}
10,{1,2},{1,2},2
10,{1,2},{1,2},4
10,3,3
10,6,1,3
10,6,1,4
10,{1,2},2,3
10,1,3,6
10,{1,2},2,{1,2}
10,{1,2},3,4
10,5,6
10,5,1,{1,2}
10,1,6,4
10,6,6
9,1,5,{1,2}
9,{1,2},4,1
9,{1,2},5,{1,2}
9,2,6,2
9,1,6,2
9,1,{1,2},4
9,3,1,6
8,{1,2},4,3
8,5,4,{1,2}
8,4,3,6
8,3,2,6
8,4,{1,2},1
8,6,4,1
7,2,6,4
7,4,{1,2},5
7,1,6,5
7,1,{1,2},3
6,{1,2},1,{1,2}
6,{1,2},{1,2},3
6,{1,2},4
6,{1,2},3
6,{1,2},4,5
6,1,{1,2}
6,6,1,5
6,1,1,{1,2}
6,{1,2},3,3
6,6,2,6
6,6,6,5
6,{1,2},5,3
5,4,{1,2},{1,2}
5,1,3,{1,2}
5,3,{1,2},{1,2}
5,{1,2},4,4
5,4,6
5,6,5,1
5,6,3,1
5,4,5,6
5,6,6,2
5,6,2,2
4,4,6,1
4,3,3,6
4,6,3,4
4,6,1
4,5,6,4
4,1,6,3
4,6,4,3
3,4,4,{1,2}
3,{1,2},4,{1,2}
3,1,1,6
3,4,5,{1,2}
3,6,5,6
3,6,5,4
3,3,{1,2},5
3,6,3,3
3,2,3,{1,2}
3,{1,2},3,1
3,4,{1,2}
3,4,{1,2},2
3,6,5
3,2,{1,2},6
3,6,6,3
3,1,6,1
3,6,2,3
2,1,6
2,4,6,2
2,{1,2},{1,2},6
2,5,3,{1,2}
2,4,2,{1,2}
2,3,6
2,6,1,6
2,3,{1,2},2
2,3,{1,2},4
2,3,6,5
2,6,3,2
2,4,{1,2},3
2,5,{1,2},6
2,{1,2},3,5
2,{1,2},3,2
2,6,4
2,6,4,2
1,4,6,5
1,6,{1,2},{1,2}
1,3,4,{1,2}
1,3,1,{1,2}
1,{1,2},6
1,3,5,{1,2}
1,6,4,{1,2}
1,{1,2},6,4
1,{1,2},6,6
1,6,3,5
1,6,{1,2},3
1,4,{1,2},4
1,3,3,{1,2}
1,3,6,1
1,3,6,4
1,6,3
1,3,2,{1,2}
1,6,6,1
1,{1,2},1,6
1,6,4,6
1,6,4,5
