39,5,4,5
39,1,4,2
38,6,1,4
38,1,5,6
37,4,5,4
36,4,2
36,5,6,1
34,3,6,5
33,6,3,2
32,4,3
32,4,6
31,4,3,4
31,2,6,2
30,5,5,4
30,6,5,1
30,4,4,5
29,2,2,3
29,6,4
29,1,6,4
29,6,5
28,2,5,2
27,{1,2},{1,2},{1,2}
27,5,2,5
27,1,6,2
26,3,6,1
26,3,6,2
26,3,4,3
25,3,2
25,6,1,2
24,5,4,4
24,5,6
23,2,4,2
23,1,6,3
22,2,3,2
22,1,6,5
21,2,1
21,6,1,3
21,3,4,4
20,2,2
20,2,7,7
19,5,3,5
19,5,1
18,6,1,5
17,4,6,4
17,5,5,2
17,4,1,4
17,4,4,3
17,1,2,1
16,2,5,5
16,5,1,5
16,2,1,2
16,5,5,1
16,5,5,3
16,5,7,7
16,3,1,3
15,1,1
15,4,4
15,6,3,1
15,2,2,5
15,3,3,4
15,4,2,4
14,1,2
14,1,4,4
14,4,1
14,{1,2}
14,6,4,6
13,1,4,1
13,1,5,1
12,4,5,5
12,3,2,3
12,2,2,1
12,4,4,1
12,5,2,2
11,2,3,3
11,3,6
11,5,5,6
11,1,5,5
11,2,2,4
11,5,5
11,3,5,3
11,4,4,6
11,3,1,1
10,1,5
10,1,2,2
10,1,3,3
10,6,2,6
10,3,5,5
10,3,3,1
10,6,6,4
10,2,6,6
9,1,6
9,1,4
9,5,1,1
9,3,3
9,1,1,5
9,4,3,3
9,2,2,6
9,2,4,4
9,3,3,5
9,5,6,5
8,1,3
8,2,5,7
8,6,3
8,4,4,2
8,6,6
8,4,2,2
7,4,6,6
7,7
7,1,1,2
7,4,7,7
7,6,7,7
7,3,2,2
7,6,6,2
7,6,1
7,6,2,2
6,5,3,3
6,2,1,1
6,1,1,4
6,3,{1,2},5
6,3,6,6
6,6,3,6
6,1,7,7
6,6,4,4
5,5,4,7
5,3,1
5,1,1,3
5,1,3,1
5,4,1,1
5,4,5,7
5,3,7,7
4,4,6,7
4,{1,2},{1,2},4
4,6,5,6
4,6,5,5
4,6,3,3
4,2,4,7
4,3,3,2
4,1,6,1
4,5,2,7
3,2,{1,2},{1,2}
3,4,{1,2},{1,2}
3,2,{1,2},4
3,2,2,{1,2}
3,5,5,{1,2}
3,{1,2},6
3,2,{1,2},1
3,5,3,7
3,5,4,{1,2}
3,4,5,{1,2}
3,6,1,6
3,6,7,1
3,2,5,{1,2}
3,2,6,7
3,4,{1,2},5
3,5,{1,2},6
3,5,{1,2},5
3,{1,2},4,4
3,{1,2},3,3
3,3,4,7
3,4,{1,2},2
3,4,{1,2},4
3,6,6,5
3,6,6,1
3,6,6,3
3,6,4,7
3,{1,2},5,2
3,{1,2},5,1
3,{1,2},5,6
3,{1,2},5,5
3,{1,2},5,4
3,1,6,6
2,7,1,3
2,7,1,2
2,7,1,4
2,7,7,5
2,1,3,{1,2}
2,3,4,{1,2}
2,{1,2},4
2,{1,2},4,3
2,2,3,7
2,6,2,{1,2}
2,3,5,{1,2}
2,1,1,6
2,6,1,1
2,{1,2},2,2
2,3,{1,2},3
2,4,3,7
2,1,5,7
2,3,6,7
2,4,7,5
2,4,7,3
2,6,3,7
2,6,7,4
2,3,{1,2}
2,6,{1,2},2
2,2,{1,2}
2,7,4,6
2,5,{1,2},2
2,5,{1,2},4
2,1,{1,2},{1,2}
2,1,{1,2},5
2,7,7
2,7,6,5
2,7,6,6
2,3,6,3
2,1,4,{1,2}
2,3,5,7
2,2,{1,2},2
2,3,3,6
2,{1,2},5,3
2,5,6,6
2,5,{1,2},{1,2}
2,1,{1,2},4
2,1,{1,2},1
2,1,2,7
1,5,{1,2}
1,7,7,4
1,7,7,6
1,4,4,{1,2}
1,2,{1,2},3
1,2,{1,2},6
1,{1,2},{1,2},1
1,{1,2},{1,2},3
1,{1,2},{1,2},5
1,{1,2},{1,2},7
1,{1,2},{1,2},6
1,3,{1,2},{1,2}
1,7,5,7
1,7,5,5
1,7,5,4
1,7,5,3
1,{1,2},1,6
1,3,6,{1,2}
1,5,1,7
1,2,1,7
1,{1,2},1
1,1,5,{1,2}
1,{1,2},{1,2}
1,2,7,3
1,2,7,5
1,{1,2},4,6
1,{1,2},4,5
1,1,{1,2}
1,{1,2},2,4
1,{1,2},2,5
1,{1,2},2,1
1,3,{1,2},6
1,{1,2},6,2
1,{1,2},6,3
1,4,7,1
1,5,7,5
1,5,7,4
1,5,7,3
1,1,3,7
1,6,7,6
1,2,4,{1,2}
1,4,1,7
1,1,1,{1,2}
1,6,{1,2},5
1,6,{1,2},6
1,7,4,4
1,7,4,5
1,5,{1,2},3
1,2,1,{1,2}
1,7,6,7
1,7,2,6
1,5,6,{1,2}
1,3,7,3
1,3,7,2
1,3,7,5
1,{1,2},3,5
1,{1,2},3,6
1,{1,2},3,1
1,{1,2},3,2
1,7,2,1
1,{1,2},7,7
1,6,7
1,2,7,{1,2}
1,2,{1,2},5
1,3,2,{1,2}
1,{1,2},1,1
1,6,1,{1,2}
1,7,3,4
1,5,6,7
1,5,1,{1,2}
1,7,6
1,7,2
1,1,{1,2},3
1,3,1,7
1,1,2,{1,2}
1,4,2,7
