file;file_number;last_modif;modification_type;numAlt;numVot;numUniq;isApproval;isStrict;isComplete;hasCondorcet;isSP;isSC;isSPTree
00011-00000023.soi;23;2024-11-15 12:55:27.162336;original;1342;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000023.toc;23;2024-11-15 12:55:27.162336;imbued;1342;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000024.soi;24;2024-11-15 12:55:27.162336;original;2049;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000024.toc;24;2024-11-15 12:55:27.166337;imbued;2049;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000025.soi;25;2024-11-15 12:55:27.166337;original;1356;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000025.toc;25;2024-11-15 12:55:27.166337;imbued;1356;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000026.soi;26;2024-11-15 12:55:27.166337;original;1931;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000026.toc;26;2024-11-15 12:55:27.166337;imbued;1931;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000027.soi;27;2024-11-15 12:55:27.166337;original;2092;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000027.toc;27;2024-11-15 12:55:27.166337;imbued;2092;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000028.soi;28;2024-11-15 12:55:27.166337;original;1616;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000028.toc;28;2024-11-15 12:55:27.166337;imbued;1616;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000029.soi;29;2024-11-15 12:55:27.170336;original;1368;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000029.toc;29;2024-11-15 12:55:27.170336;imbued;1368;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000030.soi;30;2024-11-15 12:55:27.170336;original;1386;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000030.toc;30;2024-11-15 12:55:27.170336;imbued;1386;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000031.soi;31;2024-11-15 12:55:27.170336;original;1223;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000031.toc;31;2024-11-15 12:55:27.170336;imbued;1223;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000032.soi;32;2024-11-15 12:55:27.170336;original;1751;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000032.toc;32;2024-11-15 12:55:27.174336;imbued;1751;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000033.soi;33;2024-11-15 12:55:27.174336;original;1646;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000033.toc;33;2024-11-15 12:55:27.174336;imbued;1646;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000034.soi;34;2024-11-15 12:55:27.174336;original;1509;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000034.toc;34;2024-11-15 12:55:27.174336;imbued;1509;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000035.soi;35;2024-11-15 12:55:27.174336;original;1936;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000035.toc;35;2024-11-15 12:55:27.174336;imbued;1936;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000036.soi;36;2024-11-15 12:55:27.174336;original;1634;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000036.toc;36;2024-11-15 12:55:27.178336;imbued;1634;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000037.soi;37;2024-11-15 12:55:27.178336;original;1351;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000037.toc;37;2024-11-15 12:55:27.178336;imbued;1351;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000038.soi;38;2024-11-15 12:55:27.178336;original;1754;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000038.toc;38;2024-11-15 12:55:27.178336;imbued;1754;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000039.soi;39;2024-11-15 12:55:27.178336;original;1788;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000039.toc;39;2024-11-15 12:55:27.178336;imbued;1788;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000040.soi;40;2024-11-15 12:55:27.178336;original;1623;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000040.toc;40;2024-11-15 12:55:27.178336;imbued;1623;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000041.soi;41;2024-11-15 12:55:27.182337;original;2123;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000041.toc;41;2024-11-15 12:55:27.182337;imbued;2123;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000042.soi;42;2024-11-15 12:55:27.182337;original;2598;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000042.toc;42;2024-11-15 12:55:27.182337;imbued;2598;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000043.soi;43;2024-11-15 12:55:27.186337;original;2153;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000043.toc;43;2024-11-15 12:55:27.186337;imbued;2153;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000044.soi;44;2024-11-15 12:55:27.186337;original;2434;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000044.toc;44;2024-11-15 12:55:27.186337;imbued;2434;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000045.soi;45;2024-11-15 12:55:27.190336;original;2265;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000045.toc;45;2024-11-15 12:55:27.190336;imbued;2265;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000046.soi;46;2024-11-15 12:55:27.190336;original;2133;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000046.toc;46;2024-11-15 12:55:27.190336;imbued;2133;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000047.soi;47;2024-11-15 12:55:27.190336;original;2819;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000047.toc;47;2024-11-15 12:55:27.194336;imbued;2819;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000048.soi;48;2024-11-15 12:55:27.194336;original;2194;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000048.toc;48;2024-11-15 12:55:27.194336;imbued;2194;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000049.soi;49;2024-11-15 12:55:27.194336;original;1845;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000049.toc;49;2024-11-15 12:55:27.194336;imbued;1845;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000050.soi;50;2024-11-15 12:55:27.194336;original;2111;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000050.toc;50;2024-11-15 12:55:27.198337;imbued;2111;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000051.soi;51;2024-11-15 12:55:27.198337;original;2112;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000051.toc;51;2024-11-15 12:55:27.198337;imbued;2112;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000052.soi;52;2024-11-15 12:55:27.198337;original;2242;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000052.toc;52;2024-11-15 12:55:27.198337;imbued;2242;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000053.soi;53;2024-11-15 12:55:27.202337;original;2321;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000053.toc;53;2024-11-15 12:55:27.202337;imbued;2321;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000054.soi;54;2024-11-15 12:55:27.202337;original;2512;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000054.toc;54;2024-11-15 12:55:27.202337;imbued;2512;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000055.soi;55;2024-11-15 12:55:27.206336;original;2353;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000055.toc;55;2024-11-15 12:55:27.206336;imbued;2353;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000056.soi;56;2024-11-15 12:55:27.206336;original;2632;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000056.toc;56;2024-11-15 12:55:27.206336;imbued;2632;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000057.soi;57;2024-11-15 12:55:27.206336;original;2559;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000057.toc;57;2024-11-15 12:55:27.210337;imbued;2559;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000058.soi;58;2024-11-15 12:55:27.210337;original;2011;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000058.toc;58;2024-11-15 12:55:27.210337;imbued;2011;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000059.soi;59;2024-11-15 12:55:27.210337;original;2281;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000059.toc;59;2024-11-15 12:55:27.210337;imbued;2281;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000060.soi;60;2024-11-15 12:55:27.210337;original;1977;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000060.toc;60;2024-11-15 12:55:27.210337;imbued;1977;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000061.soi;61;2024-11-15 12:55:27.214337;original;2726;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000061.toc;61;2024-11-15 12:55:27.214337;imbued;2726;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000062.soi;62;2024-11-15 12:55:27.214337;original;2014;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000062.toc;62;2024-11-15 12:55:27.214337;imbued;2014;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000063.soi;63;2024-11-15 12:55:27.214337;original;2510;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000063.toc;63;2024-11-15 12:55:27.214337;imbued;2510;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000064.soi;64;2024-11-15 12:55:27.214337;original;2446;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000064.toc;64;2024-11-15 12:55:27.218337;imbued;2446;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000065.soi;65;2024-11-15 12:55:27.218337;original;2119;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000065.toc;65;2024-11-15 12:55:27.218337;imbued;2119;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000066.soi;66;2024-11-15 12:55:27.218337;original;2024;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000066.toc;66;2024-11-15 12:55:27.218337;imbued;2024;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000067.soi;67;2024-11-15 12:55:27.222337;original;2066;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000067.toc;67;2024-11-15 12:55:27.222337;imbued;2066;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000068.soi;68;2024-11-15 12:55:27.222337;original;1826;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000068.toc;68;2024-11-15 12:55:27.222337;imbued;1826;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000069.soi;69;2024-11-15 12:55:27.222337;original;2338;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000069.toc;69;2024-11-15 12:55:27.226337;imbued;2338;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000070.soi;70;2024-11-15 12:55:27.226337;original;2276;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000070.toc;70;2024-11-15 12:55:27.226337;imbued;2276;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000071.soi;71;2024-11-15 12:55:27.226337;original;2127;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000071.toc;71;2024-11-15 12:55:27.226337;imbued;2127;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000072.soi;72;2024-11-15 12:55:27.226337;original;2447;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000072.toc;72;2024-11-15 12:55:27.226337;imbued;2447;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000073.soi;73;2024-11-15 12:55:27.230337;original;2258;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000073.toc;73;2024-11-15 12:55:27.230337;imbued;2258;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000074.soi;74;2024-11-15 12:55:27.230337;original;1976;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000074.toc;74;2024-11-15 12:55:27.230337;imbued;1976;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000075.soi;75;2024-11-15 12:55:27.230337;original;2391;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000075.toc;75;2024-11-15 12:55:27.230337;imbued;2391;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000076.soi;76;2024-11-15 12:55:27.234337;original;2581;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000076.toc;76;2024-11-15 12:55:27.234337;imbued;2581;4;4;False;False;True;N/A;N/A;N/A;N/A
00011-00000077.soi;77;2024-11-15 12:55:27.234337;original;2317;4;4;False;True;False;N/A;N/A;N/A;N/A
00011-00000077.toc;77;2024-11-15 12:55:27.234337;imbued;2317;4;4;False;False;True;N/A;N/A;N/A;N/A
